Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
polarization,20,0.4,0.2,50,300,0.223431722
polarization,16,0.4,0.6,300,300,0.225753271
polarization,20,0.6,0.2,50,300,0.260949518
polarization,8,0.8,0.2,300,500,0.129654052
polarization,20,0.8,0.2,50,300,0.187974686
polarization,28,0.4,0.2,150,500,0.25557313
polarization,16,0.6,0.6,300,300,0.229438917
polarization,20,0.2,0.4,50,300,0.239269122
polarization,20,0.4,0.4,50,300,0.264809911
polarization,8,0.6,0.4,300,500,0.121944721
polarization,28,0.6,0.2,150,500,0.275168145
polarization,20,0.6,0.4,50,300,0.307191566
polarization,16,0.8,0.6,300,300,0.26976668
polarization,20,0.8,0.4,50,300,0.23514867
polarization,20,0.2,0.6,50,300,0.293663339
polarization,28,0.8,0.2,150,500,0.272136403
polarization,20,0.4,0.6,50,300,0.316933792
polarization,20,0.6,0.6,50,300,0.375152549
polarization,16,0.2,0.8,300,300,0.221372723
polarization,20,0.8,0.6,50,300,0.278112656
polarization,8,0.8,0.4,300,500,0.11673211
polarization,8,0.2,0.4,300,500,0.161668871
polarization,20,0.2,0.8,50,300,0.29068362
polarization,16,0.4,0.8,300,300,0.223679153
polarization,20,0.4,0.8,50,300,0.335042045
polarization,28,0.2,0.4,150,500,0.282135372
polarization,20,0.6,0.8,50,300,0.332447888
polarization,20,0.8,0.8,50,300,0.316317473
polarization,20,0,0,50,300,0.135956871
polarization,20,0.2,0,50,300,0.137632487
polarization,16,0.6,0.8,300,300,0.229589789
polarization,20,0.4,0,50,300,0.145484
polarization,20,0.6,0,50,300,0.161770503
polarization,20,0.8,0,50,300,0.244024585
polarization,20,0.2,0.2,50,300,0.138406434
polarization,20,0.4,0.2,50,300,0.154076444
polarization,28,0.4,0.4,150,500,0.292472974
polarization,20,0.6,0.2,50,300,0.216780702
polarization,16,0.8,0.8,300,300,0.294051091
polarization,8,0.4,0.4,300,500,0.161475163
polarization,20,0.8,0.2,50,300,0.116913954
polarization,8,0.2,0.6,300,500,0.114030145
polarization,20,0.2,0.4,50,300,0.138682912
polarization,16,0,0,300,300,0.157321779
polarization,28,0.6,0.4,150,500,0.31234643
polarization,20,0.4,0.4,50,300,0.179716155
polarization,20,0.6,0.4,50,300,0.289149049
polarization,16,0.2,0,300,300,0.157279359
polarization,20,0.8,0.4,50,300,0.33958504
polarization,16,0.4,0,300,300,0.158401499
polarization,28,0.8,0.4,150,500,0.330567914
polarization,20,0.2,0.6,50,300,0.182579165
polarization,8,0.6,0.4,300,500,0.170009338
polarization,20,0.4,0.6,50,300,0.226780016
polarization,16,0.6,0,300,300,0.160381736
polarization,20,0.6,0.6,50,300,0.331685677
polarization,8,0.4,0.6,300,500,0.112540543
polarization,20,0.8,0.6,50,300,0.354143329
polarization,16,0.8,0,300,300,0.168805445
polarization,20,0.2,0.8,50,300,0.195727072
polarization,28,0.2,0.6,150,500,0.2916152
polarization,20,0.4,0.8,50,300,0.260559023
polarization,20,0.6,0.8,50,300,0.370285706
polarization,16,0.2,0.2,300,300,0.162075248
polarization,20,0.8,0.8,50,300,0.335330638
polarization,8,0.8,0.4,300,500,0.208575833
polarization,20,0,0,50,300,0.10076269
polarization,20,0.2,0,50,300,0.103242181
polarization,20,0.4,0,50,300,0.110612504
polarization,20,0.6,0,50,300,0.126232181
polarization,20,0.8,0,50,300,0.20552879
polarization,28,0.4,0.6,150,500,0.294746272
polarization,20,0.2,0.2,50,300,0.107719625
polarization,8,0.6,0.6,300,500,0.115515979
polarization,16,0.4,0.2,300,300,0.15009475
polarization,20,0.4,0.2,50,300,0.115074227
polarization,20,0.6,0.2,50,300,0.16899405
polarization,20,0.8,0.2,50,300,0.082535784
polarization,16,0.6,0.2,300,300,0.154207406
polarization,28,0.6,0.6,150,500,0.303333112
polarization,20,0.2,0.4,50,300,0.1417735
polarization,20,0.4,0.4,50,300,0.166953979
polarization,16,0.8,0.2,300,300,0.084436364
polarization,20,0.6,0.4,50,300,0.212943926
polarization,8,0.2,0.6,300,500,0.166195693
polarization,8,0.8,0.6,300,500,0.151969077
polarization,20,0.8,0.4,50,300,0.35015076
polarization,28,0.8,0.6,150,500,0.339939896
polarization,20,0.2,0.6,50,300,0.16079901
polarization,16,0.2,0.4,300,300,0.167775276
polarization,20,0.4,0.6,50,300,0.193548987
polarization,20,0.6,0.6,50,300,0.286866552
polarization,20,0.8,0.6,50,300,0.354055292
polarization,16,0.4,0.4,300,300,0.168128165
polarization,20,0.2,0.8,50,300,0.194011187
polarization,28,0.2,0.8,150,500,0.294164889
polarization,20,0.4,0.8,50,300,0.262628203
polarization,8,0.4,0.6,300,500,0.172926714
polarization,20,0.6,0.8,50,300,0.350102904
polarization,16,0.6,0.4,300,300,0.175957584
polarization,20,0.8,0.8,50,300,0.31220813
polarization,24,0,0,50,300,0.246338366
polarization,24,0.2,0,50,300,0.247414788
polarization,24,0.4,0,50,300,0.261180082
polarization,28,0.4,0.8,150,500,0.312345798
polarization,24,0.6,0,50,300,0.264751146
polarization,24,0.8,0,50,300,0.316289407
polarization,24,0.2,0.2,50,300,0.235703812
polarization,16,0.8,0.4,300,300,0.215161105
polarization,8,0.2,0.8,300,500,0.11897222
polarization,24,0.4,0.2,50,300,0.228610457
polarization,24,0.6,0.2,50,300,0.301334554
polarization,24,0.8,0.2,50,300,0.209123366
polarization,28,0.6,0.8,150,500,0.324509738
polarization,8,0.6,0.6,300,500,0.179945521
polarization,16,0.2,0.6,300,300,0.181249469
polarization,24,0.2,0.4,50,300,0.229338205
polarization,24,0.4,0.4,50,300,0.247979901
polarization,24,0.6,0.4,50,300,0.294020441
polarization,16,0.4,0.6,300,300,0.183567373
polarization,28,0.8,0.8,150,500,0.344836119
polarization,24,0.8,0.4,50,300,0.373294313
polarization,8,0.4,0.8,300,500,0.114564013
polarization,24,0.2,0.6,50,300,0.2506264
polarization,16,0.6,0.6,300,300,0.196376011
polarization,24,0.4,0.6,50,300,0.288040182
polarization,28,0,0,150,500,0.194511324
polarization,8,0.8,0.6,300,500,0.244023386
polarization,24,0.6,0.6,50,300,0.35654799
polarization,28,0.2,0,150,500,0.195487006
polarization,24,0.8,0.6,50,300,0.304476693
polarization,16,0.8,0.6,300,300,0.269798438
polarization,28,0.4,0,150,500,0.192934273
polarization,24,0.2,0.8,50,300,0.274041412
polarization,24,0.4,0.8,50,300,0.303717104
polarization,28,0.6,0,150,500,0.198344244
polarization,8,0.6,0.8,300,500,0.128419458
polarization,24,0.6,0.8,50,300,0.348528095
polarization,28,0.8,0,150,500,0.21016443
polarization,24,0.8,0.8,50,300,0.292909365
polarization,24,0,0,50,300,0.20826144
polarization,16,0.2,0.8,300,300,0.174896455
polarization,24,0.2,0,50,300,0.20509995
polarization,24,0.4,0,50,300,0.208565735
polarization,24,0.6,0,50,300,0.229494117
polarization,24,0.8,0,50,300,0.274098596
polarization,24,0.2,0.2,50,300,0.205744162
polarization,24,0.4,0.2,50,300,0.219633289
polarization,28,0.2,0.2,150,500,0.194600153
polarization,16,0.4,0.8,300,300,0.178776009
polarization,24,0.6,0.2,50,300,0.291990668
polarization,24,0.8,0.2,50,300,0.23601723
polarization,8,0.2,0.8,300,500,0.173436648
polarization,8,0.8,0.8,300,500,0.162839806
polarization,24,0.2,0.4,50,300,0.250065182
polarization,16,0.6,0.8,300,300,0.196015015
polarization,28,0.4,0.2,150,500,0.191393201
polarization,24,0.4,0.4,50,300,0.283975222
polarization,24,0.6,0.4,50,300,0.333722528
polarization,24,0.8,0.4,50,300,0.36388563
polarization,16,0.8,0.8,300,300,0.27729558
polarization,28,0.6,0.2,150,500,0.191300064
polarization,24,0.2,0.6,50,300,0.261700257
polarization,24,0.4,0.6,50,300,0.314831189
polarization,16,0,0,300,300,0.08022167
polarization,24,0.6,0.6,50,300,0.331927446
polarization,8,0.4,0.8,300,500,0.178330355
polarization,28,0.8,0.2,150,500,0.142388725
polarization,24,0.8,0.6,50,300,0.31266571
polarization,16,0.2,0,300,300,0.080961157
polarization,24,0.2,0.8,50,300,0.281342669
polarization,16,0.4,0,300,300,0.080637819
polarization,24,0.4,0.8,50,300,0.321161002
polarization,24,0.6,0.8,50,300,0.370433684
polarization,16,0.6,0,300,300,0.08236827
polarization,24,0.8,0.8,50,300,0.284220883
polarization,24,0,0,50,300,0.12330567
polarization,24,0.2,0,50,300,0.127658289
polarization,24,0.4,0,50,300,0.130827669
polarization,28,0.2,0.4,150,500,0.191839918
polarization,24,0.6,0,50,300,0.154273772
polarization,24,0.8,0,50,300,0.234606002
polarization,16,0.8,0,300,300,0.090378592
polarization,24,0.2,0.2,50,300,0.11933373
polarization,8,0.6,0.8,300,500,0.195511892
polarization,24,0.4,0.2,50,300,0.139795584
polarization,24,0.6,0.2,50,300,0.171366177
polarization,28,0.4,0.4,150,500,0.191358938
polarization,24,0.8,0.2,50,300,0.115305706
polarization,16,0.2,0.2,300,300,0.081582895
polarization,24,0.2,0.4,50,300,0.177896027
polarization,24,0.4,0.4,50,300,0.20706201
polarization,16,0.4,0.2,300,300,0.081284038
polarization,24,0.6,0.4,50,300,0.263187775
polarization,28,0.6,0.4,150,500,0.201310538
polarization,8,0.8,0.8,300,500,0.254405272
polarization,24,0.8,0.4,50,300,0.373630635
polarization,24,0.2,0.6,50,300,0.191855969
polarization,16,0.6,0.2,300,300,0.095368067
polarization,24,0.4,0.6,50,300,0.259394313
polarization,28,0.8,0.4,150,500,0.268773664
polarization,24,0.6,0.6,50,300,0.333078527
polarization,16,0.8,0.2,300,300,0.025532395
polarization,24,0.8,0.6,50,300,0.336658103
polarization,8,0,0,300,500,0.111015113
polarization,24,0.2,0.8,50,300,0.251836129
polarization,24,0.4,0.8,50,300,0.312123692
polarization,24,0.6,0.8,50,300,0.367863075
polarization,16,0.2,0.4,300,300,0.08493986
polarization,28,0.2,0.6,150,500,0.189645176
polarization,24,0.8,0.8,50,300,0.285547008
polarization,24,0,0,50,300,0.105515401
polarization,24,0.2,0,50,300,0.107365807
polarization,24,0.4,0,50,300,0.114525511
polarization,24,0.6,0,50,300,0.134270302
polarization,24,0.8,0,50,300,0.205321948
polarization,8,0.2,0,300,500,0.111491797
polarization,24,0.2,0.2,50,300,0.109402068
polarization,16,0.4,0.4,300,300,0.090046448
polarization,24,0.4,0.2,50,300,0.128369445
polarization,24,0.6,0.2,50,300,0.195453152
polarization,28,0.4,0.6,150,500,0.196474226
polarization,24,0.8,0.2,50,300,0.085553694
polarization,16,0.6,0.4,300,300,0.093995985
polarization,8,0.4,0,300,500,0.111607037
polarization,24,0.2,0.4,50,300,0.137646305
polarization,24,0.4,0.4,50,300,0.156795589
polarization,16,0.8,0.4,300,300,0.161696688
polarization,28,0.6,0.6,150,500,0.241469095
polarization,24,0.6,0.4,50,300,0.236953345
polarization,24,0.8,0.4,50,300,0.138693764
polarization,24,0.2,0.6,50,300,0.175838178
polarization,8,0.6,0,300,500,0.113774088
polarization,16,0.2,0.6,300,300,0.092932977
polarization,28,0.8,0.6,150,500,0.321803407
polarization,24,0.4,0.6,50,300,0.221684704
polarization,24,0.6,0.6,50,300,0.30376381
polarization,24,0.8,0.6,50,300,0.346881704
polarization,16,0.4,0.6,300,300,0.099576497
polarization,24,0.2,0.8,50,300,0.188212951
polarization,8,0.8,0,300,500,0.12619707
polarization,24,0.4,0.8,50,300,0.252224665
polarization,16,0.6,0.6,300,300,0.113194936
polarization,24,0.6,0.8,50,300,0.346862833
polarization,28,0.2,0.8,150,500,0.205628494
polarization,24,0.8,0.8,50,300,0.282492942
polarization,28,0,0,50,300,0.251880214
polarization,28,0.2,0,50,300,0.250526079
polarization,28,0.4,0,50,300,0.255675877
polarization,28,0.6,0,50,300,0.276153575
polarization,28,0.8,0,50,300,0.319264805
polarization,16,0.8,0.6,300,300,0.184810639
polarization,28,0.2,0.2,50,300,0.250131458
polarization,28,0.4,0.2,50,300,0.253495107
polarization,28,0.4,0.8,150,500,0.210901068
polarization,28,0.6,0.2,50,300,0.262399753
polarization,28,0.8,0.2,50,300,0.183527557
polarization,8,0.2,0.2,300,500,0.111031317
polarization,28,0.2,0.4,50,300,0.239374799
polarization,16,0.2,0.8,300,300,0.103492058
polarization,28,0.6,0.8,150,500,0.249323929
polarization,28,0.4,0.4,50,300,0.2670878
polarization,28,0.6,0.4,50,300,0.314693417
polarization,28,0.8,0.4,50,300,0.336544193
polarization,16,0.4,0.8,300,300,0.113153481
polarization,28,0.2,0.6,50,300,0.325385255
polarization,28,0.8,0.8,150,500,0.335425282
polarization,28,0.4,0.6,50,300,0.349015632
polarization,16,0.6,0.8,300,300,0.123383057
polarization,8,0.4,0.2,300,500,0.115436262
polarization,28,0.6,0.6,50,300,0.354296317
polarization,28,0.8,0.6,50,300,0.272213499
polarization,28,0,0,150,500,0.14664301
polarization,16,0.8,0.8,300,300,0.214118621
polarization,28,0.2,0.8,50,300,0.32753375
polarization,28,0.2,0,150,500,0.146738657
polarization,28,0.4,0.8,50,300,0.330692076
polarization,28,0.4,0,150,500,0.14842264
polarization,28,0.6,0.8,50,300,0.355736114
polarization,28,0.8,0.8,50,300,0.278160189
polarization,28,0.6,0,150,500,0.152288275
polarization,28,0,0,50,300,0.202995198
polarization,28,0.2,0,50,300,0.199688959
polarization,28,0.4,0,50,300,0.21158364
polarization,28,0.6,0,50,300,0.213862229
polarization,28,0.8,0,50,300,0.242544318
polarization,8,0.6,0.2,300,500,0.122549382
polarization,28,0.8,0,150,500,0.163871903
polarization,28,0.2,0.2,50,300,0.2010765
polarization,28,0.4,0.2,50,300,0.237029231
polarization,28,0.6,0.2,50,300,0.256964893
polarization,28,0.8,0.2,50,300,0.200000427
polarization,28,0.2,0.2,150,500,0.144965178
polarization,28,0.2,0.4,50,300,0.244605715
polarization,28,0.4,0.4,50,300,0.263194727
polarization,8,0.8,0.2,300,500,0.07962139
polarization,28,0.6,0.4,50,300,0.30690786
polarization,28,0.4,0.2,150,500,0.156695582
polarization,28,0.8,0.4,50,300,0.234958789
polarization,28,0.2,0.6,50,300,0.304428789
polarization,28,0.4,0.6,50,300,0.320407472
polarization,28,0.6,0.2,150,500,0.182353186
polarization,28,0.6,0.6,50,300,0.368751964
polarization,28,0.8,0.6,50,300,0.312431597
polarization,28,0.2,0.8,50,300,0.309877155
polarization,28,0.8,0.2,150,500,0.102085861
polarization,28,0.4,0.8,50,300,0.31451432
polarization,28,0.6,0.8,50,300,0.368241639
polarization,8,0.2,0.4,300,500,0.124435677
polarization,28,0.8,0.8,50,300,0.250532469
polarization,28,0,0,50,300,0.134666342
polarization,28,0.2,0,50,300,0.136591813
polarization,28,0.4,0,50,300,0.137159832
polarization,28,0.6,0,50,300,0.15509252
polarization,28,0.8,0,50,300,0.236551064
polarization,28,0.2,0.2,50,300,0.134225495
polarization,28,0.4,0.2,50,300,0.161072134
polarization,28,0.2,0.4,150,500,0.161698332
polarization,28,0.6,0.2,50,300,0.221276681
polarization,28,0.8,0.2,50,300,0.132091342
polarization,28,0.2,0.4,50,300,0.168873994
polarization,8,0.4,0.4,300,500,0.127381736
polarization,28,0.4,0.4,150,500,0.161994608
polarization,28,0.4,0.4,50,300,0.191360646
polarization,28,0.6,0.4,50,300,0.253334154
polarization,28,0.8,0.4,50,300,0.159071159
polarization,28,0.2,0.6,50,300,0.198671013
polarization,28,0.6,0.4,150,500,0.181585045
polarization,28,0.4,0.6,50,300,0.239210101
polarization,28,0.6,0.6,50,300,0.331542049
polarization,8,0.6,0.4,300,500,0.137394171
polarization,28,0.8,0.6,50,300,0.322548504
polarization,28,0.8,0.4,150,500,0.142147603
polarization,28,0.2,0.8,50,300,0.240017727
polarization,28,0.4,0.8,50,300,0.268711186
polarization,28,0.6,0.8,50,300,0.374775813
polarization,28,0.8,0.8,50,300,0.349637425
polarization,28,0,0,50,300,0.10054045
polarization,28,0.2,0,50,300,0.10383431
polarization,28,0.4,0,50,300,0.109302223
polarization,28,0.6,0,50,300,0.129393281
polarization,28,0.8,0,50,300,0.199577295
polarization,28,0.2,0.6,150,500,0.139247524
polarization,28,0.2,0.2,50,300,0.104371596
polarization,8,0.8,0.4,300,500,0.172295037
polarization,28,0.4,0.2,50,300,0.109702675
polarization,28,0.6,0.2,50,300,0.150948165
polarization,28,0.8,0.2,50,300,0.081170255
polarization,28,0.4,0.6,150,500,0.148881102
polarization,28,0.2,0.4,50,300,0.16670844
polarization,28,0.4,0.4,50,300,0.20578441
polarization,28,0.6,0.4,50,300,0.301094075
polarization,28,0.8,0.4,50,300,0.352697233
polarization,28,0.6,0.6,150,500,0.185216125
polarization,28,0.2,0.6,50,300,0.214480628
polarization,28,0.4,0.6,50,300,0.282204304
polarization,8,0.2,0.6,300,500,0.12038221
polarization,28,0.6,0.6,50,300,0.346085568
polarization,28,0.8,0.6,150,500,0.29625354
polarization,28,0.8,0.6,50,300,0.313933804
polarization,28,0.2,0.8,50,300,0.218618153
polarization,28,0.4,0.8,50,300,0.272473561
polarization,28,0.6,0.8,50,300,0.349329529
polarization,28,0.8,0.8,50,300,0.307846991
polarization,28,0.2,0.8,150,500,0.140297581
polarization,32,0,0,50,300,0.23136447
polarization,32,0.2,0,50,300,0.237249506
polarization,32,0.4,0,50,300,0.238739773
polarization,32,0.6,0,50,300,0.265198597
polarization,32,0.8,0,50,300,0.336423875
polarization,8,0.4,0.6,300,500,0.123924248
polarization,32,0.2,0.2,50,300,0.216669484
polarization,32,0.4,0.2,50,300,0.235080111
polarization,32,0.6,0.2,50,300,0.306172594
polarization,28,0.4,0.8,150,500,0.155941901
polarization,32,0.8,0.2,50,300,0.205011619
polarization,32,0.2,0.4,50,300,0.294918121
polarization,32,0.4,0.4,50,300,0.312965019
polarization,32,0.6,0.4,50,300,0.349054596
polarization,28,0.6,0.8,150,500,0.187691802
polarization,8,0.6,0.6,300,500,0.14421922
polarization,32,0.8,0.4,50,300,0.314745633
polarization,32,0.2,0.6,50,300,0.319702755
polarization,32,0.4,0.6,50,300,0.332526833
polarization,28,0.8,0.8,150,500,0.305061435
polarization,32,0.6,0.6,50,300,0.374773304
polarization,32,0.8,0.6,50,300,0.331849143
polarization,28,0,0,150,500,0.082053238
polarization,32,0.2,0.8,50,300,0.344318027
polarization,8,0.8,0.6,300,500,0.217074937
polarization,28,0.2,0,150,500,0.082204839
polarization,32,0.4,0.8,50,300,0.353413689
polarization,32,0.6,0.8,50,300,0.313166191
polarization,28,0.4,0,150,500,0.08603075
polarization,32,0.8,0.8,50,300,0.257503757
polarization,32,0,0,50,300,0.195918973
polarization,32,0.2,0,50,300,0.197114548
polarization,28,0.6,0,150,500,0.089219
polarization,32,0.4,0,50,300,0.200629587
polarization,32,0.6,0,50,300,0.215543083
polarization,32,0.8,0,50,300,0.265097023
polarization,32,0.2,0.2,50,300,0.207476356
polarization,28,0.8,0,150,500,0.112540795
polarization,32,0.4,0.2,50,300,0.214878943
polarization,32,0.6,0.2,50,300,0.235565044
polarization,32,0.8,0.2,50,300,0.167393926
polarization,28,0.2,0.2,150,500,0.078834387
polarization,32,0.2,0.4,50,300,0.207340526
polarization,32,0.4,0.4,50,300,0.226701701
polarization,32,0.6,0.4,50,300,0.292654327
polarization,8,0.2,0.8,300,500,0.121986347
polarization,28,0.4,0.2,150,500,0.088607363
polarization,32,0.8,0.4,50,300,0.392081447
polarization,32,0.2,0.6,50,300,0.209264697
polarization,32,0.4,0.6,50,300,0.241485713
polarization,32,0.6,0.6,50,300,0.334938022
polarization,28,0.6,0.2,150,500,0.096063453
polarization,32,0.8,0.6,50,300,0.311813279
polarization,32,0.2,0.8,50,300,0.217573611
polarization,8,0.4,0.8,300,500,0.127805389
polarization,32,0.4,0.8,50,300,0.28471026
polarization,28,0.8,0.2,150,500,0.040375537
polarization,32,0.6,0.8,50,300,0.362752048
polarization,32,0.8,0.8,50,300,0.341670381
polarization,32,0,0,50,300,0.144110192
polarization,32,0.2,0,50,300,0.145396605
polarization,32,0.4,0,50,300,0.151376278
polarization,32,0.6,0,50,300,0.170288455
polarization,32,0.8,0,50,300,0.252087342
polarization,32,0.2,0.2,50,300,0.150987082
polarization,32,0.4,0.2,50,300,0.175082485
polarization,32,0.6,0.2,50,300,0.223071452
polarization,28,0.2,0.4,150,500,0.078431625
polarization,32,0.8,0.2,50,300,0.132950695
polarization,8,0.6,0.8,300,500,0.148296991
polarization,32,0.2,0.4,50,300,0.175384184
polarization,32,0.4,0.4,50,300,0.225670452
polarization,32,0.6,0.4,50,300,0.290013086
polarization,28,0.4,0.4,150,500,0.085723248
polarization,32,0.8,0.4,50,300,0.337291399
polarization,32,0.2,0.6,50,300,0.242732292
polarization,32,0.4,0.6,50,300,0.260009162
polarization,28,0.6,0.4,150,500,0.106179084
polarization,8,0.8,0.8,300,500,0.254252559
polarization,32,0.6,0.6,50,300,0.337408131
polarization,32,0.8,0.6,50,300,0.274492318
polarization,32,0.2,0.8,50,300,0.233842216
polarization,28,0.8,0.4,150,500,0.206917199
polarization,32,0.4,0.8,50,300,0.280839552
polarization,32,0.6,0.8,50,300,0.352716637
polarization,8,0,0,300,500,0.061517552
polarization,32,0.8,0.8,50,300,0.339900776
polarization,32,0,0,50,300,0.107331112
polarization,32,0.2,0,50,300,0.108040072
polarization,32,0.4,0,50,300,0.117019973
polarization,32,0.6,0,50,300,0.138054522
polarization,32,0.8,0,50,300,0.205510596
polarization,32,0.2,0.2,50,300,0.117767023
polarization,32,0.4,0.2,50,300,0.135689751
polarization,28,0.2,0.6,150,500,0.092572489
polarization,32,0.6,0.2,50,300,0.179836046
polarization,8,0.2,0,300,500,0.062005934
polarization,32,0.8,0.2,50,300,0.085552634
polarization,32,0.2,0.4,50,300,0.175666236
polarization,32,0.4,0.4,50,300,0.206793066
polarization,28,0.4,0.6,150,500,0.10186275
polarization,32,0.6,0.4,50,300,0.289538194
polarization,32,0.8,0.4,50,300,0.351554774
polarization,8,0.4,0,300,500,0.063141638
polarization,32,0.2,0.6,50,300,0.198085401
polarization,28,0.6,0.6,150,500,0.145347591
polarization,32,0.4,0.6,50,300,0.234740462
polarization,32,0.6,0.6,50,300,0.316900823
polarization,32,0.8,0.6,50,300,0.293370647
polarization,8,0.6,0,300,500,0.065544158
polarization,32,0.2,0.8,50,300,0.212557772
polarization,28,0.8,0.6,150,500,0.286866241
polarization,32,0.4,0.8,50,300,0.265136322
polarization,32,0.6,0.8,50,300,0.358082646
polarization,32,0.8,0.8,50,300,0.288215392
polarization,8,0.8,0,300,500,0.080130565
polarization,2,0,0,50,500,0.114887068
polarization,2,0.2,0,50,500,0.115872875
polarization,2,0.4,0,50,500,0.119142159
polarization,2,0.6,0,50,500,0.12838537
polarization,2,0.8,0,50,500,0.165380975
polarization,28,0.2,0.8,150,500,0.099468197
polarization,2,0.2,0.2,50,500,0.118461644
polarization,2,0.4,0.2,50,500,0.128250212
polarization,28,0.4,0.8,150,500,0.110992361
polarization,2,0.6,0.2,50,500,0.155871051
polarization,8,0.2,0.2,300,500,0.062815423
polarization,28,0.6,0.8,150,500,0.156109337
polarization,2,0.8,0.2,50,500,0.136577771
polarization,28,0.8,0.8,150,500,0.316652697
polarization,2,0.2,0.4,50,500,0.139831295
polarization,8,0.4,0.2,300,500,0.067978889
polarization,2,0.4,0.4,50,500,0.151399367
polarization,32,0,0,150,500,0.240325937
polarization,32,0.2,0,150,500,0.239411045
polarization,2,0.6,0.4,50,500,0.182686905
polarization,32,0.4,0,150,500,0.241525815
polarization,32,0.6,0,150,500,0.241152287
polarization,2,0.8,0.4,50,500,0.343559371
polarization,8,0.6,0.2,300,500,0.071041847
polarization,32,0.8,0,150,500,0.260273776
polarization,2,0.2,0.6,50,500,0.161968248
polarization,32,0.2,0.2,150,500,0.241597124
polarization,8,0.8,0.2,300,500,0.02564831
polarization,2,0.4,0.6,50,500,0.18245333
polarization,32,0.4,0.2,150,500,0.250991877
polarization,2,0.6,0.6,50,500,0.243465187
polarization,32,0.6,0.2,150,500,0.260903976
polarization,2,0.8,0.6,50,500,0.344417196
polarization,32,0.8,0.2,150,500,0.230615188
polarization,2,0.2,0.8,50,500,0.238686977
polarization,8,0.2,0.4,300,500,0.066342953
polarization,2,0.4,0.8,50,500,0.274047034
polarization,32,0.2,0.4,150,500,0.24278922
polarization,2,0.6,0.8,50,500,0.328320005
polarization,8,0.4,0.4,300,500,0.070857053
polarization,2,0.8,0.8,50,500,0.311900659
polarization,32,0.4,0.4,150,500,0.251819877
polarization,2,0,0,50,500,0.097308208
polarization,2,0.2,0,50,500,0.09964772
polarization,2,0.4,0,50,500,0.100463271
polarization,2,0.6,0,50,500,0.113603537
polarization,2,0.8,0,50,500,0.162782857
polarization,2,0.2,0.2,50,500,0.099768326
polarization,32,0.6,0.4,150,500,0.265787019
polarization,2,0.4,0.2,50,500,0.109134831
polarization,8,0.6,0.4,300,500,0.083189782
polarization,32,0.8,0.4,150,500,0.250148925
polarization,2,0.6,0.2,50,500,0.156225118
polarization,2,0.8,0.2,50,500,0.138751789
polarization,32,0.2,0.6,150,500,0.232864728
polarization,8,0.8,0.4,300,500,0.141655558
polarization,2,0.2,0.4,50,500,0.137931647
polarization,32,0.4,0.6,150,500,0.249627211
polarization,2,0.4,0.4,50,500,0.155365191
polarization,2,0.6,0.4,50,500,0.192856534
polarization,32,0.6,0.6,150,500,0.289574405
polarization,2,0.8,0.4,50,500,0.133409248
polarization,8,0.2,0.6,300,500,0.071672899
polarization,32,0.8,0.6,150,500,0.368211107
polarization,2,0.2,0.6,50,500,0.159163979
polarization,2,0.4,0.6,50,500,0.183217835
polarization,32,0.2,0.8,150,500,0.233317095
polarization,8,0.4,0.6,300,500,0.084049568
polarization,2,0.6,0.6,50,500,0.27142988
polarization,32,0.4,0.8,150,500,0.23950776
polarization,2,0.8,0.6,50,500,0.381810959
polarization,8,0.6,0.6,300,500,0.102525756
polarization,32,0.6,0.8,150,500,0.286504977
polarization,2,0.2,0.8,50,500,0.161151408
polarization,2,0.4,0.8,50,500,0.191929564
polarization,32,0.8,0.8,150,500,0.361287024
polarization,2,0.6,0.8,50,500,0.29158378
polarization,32,0,0,150,500,0.193164281
polarization,8,0.8,0.6,300,500,0.19060754
polarization,32,0.2,0,150,500,0.193880447
polarization,2,0.8,0.8,50,500,0.358038232
polarization,32,0.4,0,150,500,0.195041988
polarization,2,0,0,50,500,0.066496861
polarization,32,0.6,0,150,500,0.196062281
polarization,2,0.2,0,50,500,0.068692466
polarization,2,0.4,0,50,500,0.07482187
polarization,2,0.6,0,50,500,0.08906664
polarization,2,0.8,0,50,500,0.144439921
polarization,32,0.8,0,150,500,0.21331657
polarization,2,0.2,0.2,50,500,0.070195641
polarization,2,0.4,0.2,50,500,0.078892389
polarization,32,0.2,0.2,150,500,0.187820313
polarization,2,0.6,0.2,50,500,0.115794532
polarization,8,0.2,0.8,300,500,0.075887502
polarization,32,0.4,0.2,150,500,0.195389887
polarization,2,0.8,0.2,50,500,0.06309909
polarization,32,0.6,0.2,150,500,0.205441927
polarization,2,0.2,0.4,50,500,0.078502993
polarization,8,0.4,0.8,300,500,0.087765419
polarization,32,0.8,0.2,150,500,0.145814294
polarization,2,0.4,0.4,50,500,0.100264228
polarization,2,0.6,0.4,50,500,0.148065549
polarization,2,0.8,0.4,50,500,0.331925426
polarization,32,0.2,0.4,150,500,0.192696553
polarization,8,0.6,0.8,300,500,0.110703455
polarization,2,0.2,0.6,50,500,0.099021693
polarization,32,0.4,0.4,150,500,0.195920818
polarization,2,0.4,0.6,50,500,0.132325887
polarization,8,0.8,0.8,300,500,0.212426281
polarization,32,0.6,0.4,150,500,0.20100607
polarization,2,0.6,0.6,50,500,0.203851691
polarization,32,0.8,0.4,150,500,0.274046111
polarization,2,0.8,0.6,50,500,0.349433863
polarization,12,0,0,300,500,0.240371773
