Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
confirmation,32,0.4,0.4,50,300,0.042424223
confirmation,16,0.2,0.4,300,150,0.013473998
confirmation,4,0.4,0.4,50,300,0.020508976
confirmation,8,0.2,0.4,300,150,0.010610147
confirmation,16,0.2,0.8,150,150,0.020805842
confirmation,8,0.2,0.8,150,150,0.014822503
confirmation,8,0.4,0.4,50,300,0.026196777
confirmation,4,0.2,0.4,300,150,0.004918892
confirmation,64,0.4,0.4,50,300,0.058199787
confirmation,32,0.2,0.8,150,150,0.02561475
confirmation,64,0.2,0.8,150,150,0.034549634
confirmation,4,0.2,0.8,150,150,0.007168429
confirmation,16,0.4,0.4,50,300,0.034347493
confirmation,32,0.4,0.4,50,300,0.045272688
confirmation,4,0.4,0.4,50,300,0.031299883
confirmation,16,0.2,0.8,150,150,0.022679002
confirmation,64,0.2,0.4,300,150,0.024978647
confirmation,8,0.2,0.8,150,150,0.016637513
confirmation,8,0.4,0.4,50,300,0.027425212
confirmation,32,0.2,0.8,150,150,0.026318673
confirmation,64,0.4,0.4,50,300,0.054866045
confirmation,64,0.2,0.8,150,150,0.034820173
confirmation,32,0.2,0.4,300,150,0.019383275
confirmation,4,0.2,0.8,150,150,0.015754863
confirmation,16,0.2,0.4,300,150,0.014248014
confirmation,8,0.2,0.4,300,150,0.011037028
confirmation,16,0.4,0.4,50,300,0.036469043
confirmation,32,0.4,0.4,50,300,0.040634932
confirmation,16,0.2,0.8,150,150,0.020324063
confirmation,4,0.2,0.4,300,150,0.008743823
confirmation,4,0.4,0.4,50,300,0.01315367
confirmation,8,0.2,0.8,150,150,0.018328725
confirmation,8,0.4,0.4,50,300,0.026236938
confirmation,32,0.2,0.8,150,150,0.024956858
confirmation,64,0.4,0.4,50,300,0.055726473
confirmation,64,0.2,0.8,150,150,0.035066877
confirmation,4,0.2,0.8,150,150,0.016937501
confirmation,16,0.6,0.4,50,300,0.048904874
confirmation,32,0.6,0.4,50,300,0.065385775
confirmation,64,0.2,0.4,300,150,0.024224703
confirmation,4,0.6,0.4,50,300,0.048651982
confirmation,16,0.2,0.8,150,150,0.021810398
confirmation,8,0.2,0.8,150,150,0.012896754
confirmation,8,0.6,0.4,50,300,0.040522842
confirmation,32,0.2,0.4,300,150,0.018095239
confirmation,32,0.2,0.8,150,150,0.025536879
confirmation,64,0.6,0.4,50,300,0.091207309
confirmation,64,0.2,0.8,150,150,0.034216792
confirmation,4,0.2,0.8,150,150,0.01763954
confirmation,16,0.2,0.4,300,150,0.014814284
confirmation,8,0.2,0.4,300,150,0.011246983
confirmation,16,0.6,0.4,50,300,0.042333824
confirmation,4,0.2,0.4,300,150,0.005901074
confirmation,32,0.6,0.4,50,300,0.071207656
confirmation,16,0.2,0.8,150,150,0.023899906
confirmation,4,0.6,0.4,50,300,0.022885771
confirmation,8,0.2,0.8,150,150,0.013672228
confirmation,8,0.6,0.4,50,300,0.046043054
confirmation,32,0.2,0.8,150,150,0.024973974
confirmation,64,0.6,0.4,50,300,0.090376672
confirmation,64,0.2,0.8,150,150,0.034819723
confirmation,4,0.4,0.8,150,150,0.023366783
confirmation,16,0.6,0.4,50,300,0.046015709
confirmation,64,0.2,0.4,300,150,0.024571642
confirmation,32,0.6,0.4,50,300,0.066814747
confirmation,32,0.2,0.4,300,150,0.019820979
confirmation,4,0.6,0.4,50,300,0.034831533
confirmation,16,0.4,0.8,150,150,0.029713966
confirmation,8,0.6,0.4,50,300,0.056134814
confirmation,8,0.4,0.8,150,150,0.024257395
confirmation,64,0.6,0.4,50,300,0.091352752
confirmation,32,0.4,0.8,150,150,0.035319583
confirmation,64,0.4,0.8,150,150,0.045340681
confirmation,4,0.4,0.8,150,150,0.009452041
confirmation,8,0.2,0.4,300,150,0.012979186
confirmation,16,0.2,0.4,300,150,0.014210094
confirmation,4,0.2,0.4,300,150,0.011583705
confirmation,16,0.6,0.4,50,300,0.051853302
confirmation,32,0.6,0.4,50,300,0.060912616
confirmation,4,0.6,0.4,50,300,0.023009936
confirmation,16,0.4,0.8,150,150,0.030421703
confirmation,8,0.4,0.8,150,150,0.026467039
confirmation,8,0.6,0.4,50,300,0.068073023
confirmation,64,0.6,0.4,50,300,0.090457009
confirmation,32,0.4,0.8,150,150,0.033610233
confirmation,64,0.4,0.8,150,150,0.04425514
confirmation,4,0.4,0.8,150,150,0.012401511
confirmation,64,0.2,0.4,300,150,0.02491772
confirmation,32,0.2,0.4,300,150,0.0189294
confirmation,16,0.6,0.4,50,300,0.053037015
confirmation,32,0.6,0.4,50,300,0.074069147
confirmation,4,0.6,0.4,50,300,0.03873429
confirmation,16,0.4,0.8,150,150,0.02482027
confirmation,8,0.4,0.8,150,150,0.019447058
confirmation,8,0.6,0.4,50,300,0.031760334
confirmation,8,0.2,0.4,300,150,0.011371511
confirmation,16,0.2,0.4,300,150,0.014220309
confirmation,64,0.6,0.4,50,300,0.089448869
confirmation,32,0.4,0.8,150,150,0.034540397
confirmation,64,0.4,0.8,150,150,0.046213642
confirmation,4,0.4,0.4,300,150,0.012383718
confirmation,4,0.4,0.8,150,150,0.017419435
confirmation,16,0.8,0.4,50,300,0.088501826
confirmation,32,0.8,0.4,50,300,0.119994615
confirmation,4,0.8,0.4,50,300,0.075863726
confirmation,16,0.4,0.8,150,150,0.026520115
confirmation,8,0.8,0.4,50,300,0.075658437
confirmation,8,0.4,0.8,150,150,0.01895436
confirmation,64,0.8,0.4,50,300,0.174763341
confirmation,32,0.4,0.8,150,150,0.031946647
confirmation,64,0.4,0.8,150,150,0.045222261
confirmation,4,0.4,0.8,150,150,0.013501255
confirmation,64,0.2,0.4,300,150,0.024677423
confirmation,32,0.4,0.4,300,150,0.025844793
confirmation,16,0.8,0.4,50,300,0.085789722
confirmation,32,0.8,0.4,50,300,0.128909142
confirmation,4,0.8,0.4,50,300,0.050443207
confirmation,16,0.4,0.8,150,150,0.025485208
confirmation,8,0.4,0.4,300,150,0.017746094
confirmation,16,0.4,0.4,300,150,0.019896466
confirmation,8,0.4,0.8,150,150,0.019377013
confirmation,4,0.4,0.4,300,150,0.010738097
confirmation,8,0.8,0.4,50,300,0.063491511
confirmation,64,0.8,0.4,50,300,0.173409505
confirmation,32,0.4,0.8,150,150,0.034765319
confirmation,64,0.4,0.8,150,150,0.047082117
confirmation,4,0.6,0.8,150,150,0.023626844
confirmation,16,0.8,0.4,50,300,0.112114299
confirmation,32,0.8,0.4,50,300,0.128762148
confirmation,4,0.8,0.4,50,300,0.142530116
confirmation,16,0.6,0.8,150,150,0.046641889
confirmation,64,0.8,0.4,50,300,0.167791796
confirmation,8,0.8,0.4,50,300,0.079152209
confirmation,8,0.6,0.8,150,150,0.046183778
confirmation,32,0.4,0.4,300,150,0.024162262
confirmation,64,0.4,0.4,300,150,0.033428191
confirmation,32,0.6,0.8,150,150,0.057349578
confirmation,4,0.6,0.8,150,150,0.027826491
confirmation,64,0.6,0.8,150,150,0.076592518
confirmation,16,0.8,0.4,50,300,0.114226904
confirmation,32,0.8,0.4,50,300,0.139970792
confirmation,4,0.8,0.4,50,300,0.067675684
confirmation,8,0.4,0.4,300,150,0.016941245
confirmation,16,0.4,0.4,300,150,0.017784011
confirmation,4,0.4,0.4,300,150,0.014847974
confirmation,8,0.8,0.4,50,300,0.072429968
confirmation,16,0.6,0.8,150,150,0.047100172
confirmation,64,0.8,0.4,50,300,0.198644083
confirmation,8,0.6,0.8,150,150,0.0315853
confirmation,64,0.6,0.8,150,150,0.077169467
confirmation,32,0.6,0.8,150,150,0.06141709
confirmation,4,0.6,0.8,150,150,0.027837533
confirmation,16,0.8,0.4,50,300,0.101454837
confirmation,32,0.8,0.4,50,300,0.123241793
confirmation,4,0.8,0.4,50,300,0.05105783
confirmation,8,0.8,0.4,50,300,0.099905914
confirmation,16,0.6,0.8,150,150,0.041859991
confirmation,32,0.4,0.4,300,150,0.023947291
confirmation,64,0.8,0.4,50,300,0.164064252
confirmation,8,0.6,0.8,150,150,0.037415236
confirmation,64,0.4,0.4,300,150,0.032463427
confirmation,64,0.6,0.8,150,150,0.078724235
confirmation,4,0.6,0.8,150,150,0.030834056
confirmation,32,0.6,0.8,150,150,0.061051713
confirmation,16,0.2,0.6,50,300,0.025978751
confirmation,8,0.4,0.4,300,150,0.012563327
confirmation,32,0.2,0.6,50,300,0.031190654
confirmation,4,0.2,0.6,50,300,0.026663318
confirmation,4,0.4,0.4,300,150,0.013986607
confirmation,16,0.4,0.4,300,150,0.016827813
confirmation,16,0.6,0.8,150,150,0.049152393
confirmation,8,0.2,0.6,50,300,0.021733412
confirmation,64,0.2,0.6,50,300,0.041979522
confirmation,8,0.6,0.8,150,150,0.034420069
confirmation,64,0.6,0.8,150,150,0.074944785
confirmation,4,0.6,0.8,150,150,0.046103997
confirmation,32,0.6,0.8,150,150,0.060240827
confirmation,16,0.2,0.6,50,300,0.024471466
confirmation,32,0.2,0.6,50,300,0.033690203
confirmation,4,0.2,0.6,50,300,0.010892406
confirmation,32,0.4,0.4,300,150,0.023311761
confirmation,64,0.4,0.4,300,150,0.032051566
confirmation,16,0.6,0.8,150,150,0.045110768
confirmation,8,0.6,0.8,150,150,0.034913244
confirmation,64,0.2,0.6,50,300,0.042435404
confirmation,8,0.2,0.6,50,300,0.024002797
confirmation,4,0.8,0.8,150,150,0.034145443
confirmation,64,0.6,0.8,150,150,0.078724748
confirmation,32,0.6,0.8,150,150,0.055598058
confirmation,4,0.4,0.4,300,150,0.012121838
confirmation,8,0.4,0.4,300,150,0.020024649
confirmation,16,0.4,0.4,300,150,0.020495664
confirmation,16,0.2,0.6,50,300,0.027346665
confirmation,32,0.2,0.6,50,300,0.032901885
confirmation,4,0.2,0.6,50,300,0.025709133
confirmation,16,0.8,0.8,150,150,0.078618039
confirmation,8,0.8,0.8,150,150,0.062473035
confirmation,64,0.2,0.6,50,300,0.042923163
confirmation,8,0.2,0.6,50,300,0.018605698
confirmation,4,0.8,0.8,150,150,0.043126275
confirmation,64,0.8,0.8,150,150,0.136872203
confirmation,32,0.8,0.8,150,150,0.096578601
confirmation,16,0.2,0.6,50,300,0.022514791
confirmation,32,0.4,0.4,300,150,0.024439079
confirmation,32,0.2,0.6,50,300,0.032777514
confirmation,64,0.4,0.4,300,150,0.032310365
confirmation,4,0.2,0.6,50,300,0.014403962
confirmation,16,0.8,0.8,150,150,0.079828155
confirmation,8,0.8,0.8,150,150,0.068624956
confirmation,64,0.2,0.6,50,300,0.042717207
confirmation,8,0.2,0.6,50,300,0.016000954
confirmation,8,0.4,0.4,300,150,0.013870935
confirmation,4,0.6,0.4,300,150,0.019273219
confirmation,64,0.8,0.8,150,150,0.138018514
confirmation,4,0.8,0.8,150,150,0.064497344
confirmation,32,0.8,0.8,150,150,0.106903372
confirmation,16,0.4,0.4,300,150,0.020464116
confirmation,16,0.2,0.6,50,300,0.024951995
confirmation,32,0.2,0.6,50,300,0.031910039
confirmation,4,0.2,0.6,50,300,0.021664547
confirmation,16,0.8,0.8,150,150,0.069380419
confirmation,8,0.8,0.8,150,150,0.082971564
confirmation,8,0.2,0.6,50,300,0.021232619
confirmation,64,0.2,0.6,50,300,0.042978185
confirmation,4,0.8,0.8,150,150,0.042568546
confirmation,64,0.8,0.8,150,150,0.137607162
confirmation,32,0.8,0.8,150,150,0.1049105
confirmation,32,0.6,0.4,300,150,0.039897183
confirmation,64,0.4,0.4,300,150,0.03197773
confirmation,16,0.4,0.6,50,300,0.031489349
confirmation,32,0.4,0.6,50,300,0.042143956
confirmation,16,0.8,0.8,150,150,0.06875048
confirmation,8,0.8,0.8,150,150,0.062795504
confirmation,4,0.4,0.6,50,300,0.025855273
confirmation,8,0.6,0.4,300,150,0.023453583
confirmation,4,0.6,0.4,300,150,0.025663984
confirmation,8,0.4,0.6,50,300,0.030792837
confirmation,4,0.8,0.8,150,150,0.049039489
confirmation,16,0.6,0.4,300,150,0.028485048
confirmation,64,0.8,0.8,150,150,0.134617213
confirmation,64,0.4,0.6,50,300,0.055858899
confirmation,32,0.8,0.8,150,150,0.104590643
confirmation,32,0.4,0.6,50,300,0.045113785
confirmation,16,0.4,0.6,50,300,0.036985503
confirmation,8,0.8,0.8,150,150,0.050630891
confirmation,16,0.8,0.8,150,150,0.069982019
confirmation,4,0.4,0.6,50,300,0.012718205
confirmation,64,0.4,0.6,50,300,0.057443887
confirmation,64,0.8,0.8,150,150,0.136033487
confirmation,8,0.4,0.6,50,300,0.023894588
confirmation,4,0,0,150,300,0.017379455
confirmation,32,0.8,0.8,150,150,0.099068573
confirmation,32,0.6,0.4,300,150,0.039647443
confirmation,64,0.6,0.4,300,150,0.050804553
confirmation,8,0.6,0.4,300,150,0.027768566
confirmation,4,0.6,0.4,300,150,0.019790433
confirmation,32,0.4,0.6,50,300,0.044149786
confirmation,16,0.4,0.6,50,300,0.033750513
confirmation,16,0,0,150,300,0.011175086
confirmation,16,0.6,0.4,300,150,0.031102267
confirmation,8,0,0,150,300,0.008444288
confirmation,4,0.4,0.6,50,300,0.032331912
confirmation,64,0.4,0.6,50,300,0.056581831
confirmation,8,0.4,0.6,50,300,0.029565126
confirmation,64,0,0,150,300,0.01926236
confirmation,4,0,0,150,300,0.008799123
confirmation,32,0,0,150,300,0.01470284
confirmation,16,0.4,0.6,50,300,0.037698315
confirmation,32,0.4,0.6,50,300,0.043300793
confirmation,4,0.4,0.6,50,300,0.034817125
confirmation,16,0,0,150,300,0.009857993
confirmation,8,0,0,150,300,0.009071739
confirmation,32,0.6,0.4,300,150,0.038273342
confirmation,8,0.4,0.6,50,300,0.028512569
confirmation,64,0.6,0.4,300,150,0.051635181
confirmation,64,0.4,0.6,50,300,0.056012986
confirmation,64,0,0,150,300,0.019998532
confirmation,4,0,0,150,300,0.006022693
confirmation,32,0,0,150,300,0.015491981
confirmation,4,0.6,0.4,300,150,0.016437679
confirmation,8,0.6,0.4,300,150,0.020331578
confirmation,16,0.6,0.4,300,150,0.030148685
confirmation,32,0.4,0.6,50,300,0.041961033
confirmation,16,0.4,0.6,50,300,0.032239374
confirmation,4,0.4,0.6,50,300,0.01320439
confirmation,16,0,0,150,300,0.011756714
confirmation,8,0.4,0.6,50,300,0.030367506
confirmation,8,0,0,150,300,0.009605254
confirmation,64,0.4,0.6,50,300,0.057962741
confirmation,4,0,0,150,300,0.008495224
confirmation,64,0,0,150,300,0.019397153
confirmation,32,0,0,150,300,0.014809336
confirmation,32,0.6,0.4,300,150,0.037383259
confirmation,32,0.6,0.6,50,300,0.068341924
confirmation,16,0.6,0.6,50,300,0.054421965
confirmation,64,0.6,0.4,300,150,0.049793753
confirmation,4,0.6,0.6,50,300,0.032606274
confirmation,8,0.6,0.6,50,300,0.032790609
confirmation,16,0,0,150,300,0.011782499
confirmation,64,0.6,0.6,50,300,0.091543269
confirmation,4,0.6,0.4,300,150,0.017067268
confirmation,8,0,0,150,300,0.00664069
confirmation,8,0.6,0.4,300,150,0.0325532
confirmation,64,0,0,150,300,0.019106161
confirmation,4,0,0,150,300,0.007933197
confirmation,16,0.6,0.4,300,150,0.030220099
confirmation,32,0,0,150,300,0.014972658
confirmation,32,0.6,0.6,50,300,0.067612688
confirmation,16,0.6,0.6,50,300,0.045354352
confirmation,4,0.6,0.6,50,300,0.025736136
confirmation,8,0.6,0.6,50,300,0.05326458
confirmation,64,0.6,0.6,50,300,0.091873533
confirmation,16,0,0,150,300,0.011315421
confirmation,8,0,0,150,300,0.010252294
confirmation,64,0,0,150,300,0.018871876
confirmation,32,0.6,0.4,300,150,0.038914268
confirmation,32,0,0,150,300,0.014546577
confirmation,64,0.6,0.4,300,150,0.051542751
confirmation,4,0.8,0.4,300,150,0.02005874
confirmation,32,0.6,0.6,50,300,0.070637686
confirmation,4,0.2,0,150,300,0.00670166
confirmation,16,0.6,0.6,50,300,0.054900979
confirmation,8,0.6,0.6,50,300,0.0475827
confirmation,4,0.6,0.6,50,300,0.050810263
confirmation,8,0.6,0.4,300,150,0.026267086
confirmation,64,0.6,0.6,50,300,0.092255152
confirmation,16,0.6,0.4,300,150,0.029704903
confirmation,16,0.2,0,150,300,0.01449376
confirmation,8,0.2,0,150,300,0.007756213
confirmation,32,0.6,0.6,50,300,0.069557127
confirmation,16,0.6,0.6,50,300,0.052560517
confirmation,64,0.2,0,150,300,0.023981365
confirmation,8,0.6,0.6,50,300,0.046835761
confirmation,64,0.6,0.6,50,300,0.097230703
confirmation,32,0.2,0,150,300,0.017853816
confirmation,4,0.6,0.6,50,300,0.028873116
confirmation,32,0.8,0.4,300,150,0.078920693
confirmation,4,0.2,0,150,300,0.010020997
confirmation,64,0.6,0.4,300,150,0.049523951
confirmation,4,0.8,0.4,300,150,0.030359602
confirmation,8,0.8,0.4,300,150,0.040550702
confirmation,32,0.6,0.6,50,300,0.066231977
confirmation,16,0.8,0.4,300,150,0.060861357
confirmation,16,0.6,0.6,50,300,0.062607706
confirmation,16,0.2,0,150,300,0.015354563
confirmation,8,0.6,0.6,50,300,0.043232222
confirmation,64,0.6,0.6,50,300,0.085623304
confirmation,4,0.6,0.6,50,300,0.022955523
confirmation,8,0.2,0,150,300,0.010697329
confirmation,64,0.2,0,150,300,0.023899254
confirmation,32,0.2,0,150,300,0.019424473
confirmation,4,0.2,0,150,300,0.008916228
confirmation,32,0.8,0.6,50,300,0.124642276
confirmation,16,0.8,0.6,50,300,0.102446732
confirmation,32,0.8,0.4,300,150,0.068300886
confirmation,8,0.8,0.6,50,300,0.070761593
confirmation,64,0.8,0.6,50,300,0.181902514
confirmation,64,0.8,0.4,300,150,0.092296451
confirmation,4,0.8,0.6,50,300,0.066257227
confirmation,4,0.8,0.4,300,150,0.038843633
confirmation,16,0.2,0,150,300,0.014660699
confirmation,8,0.8,0.4,300,150,0.039223125
confirmation,8,0.2,0,150,300,0.013990976
confirmation,16,0.8,0.4,300,150,0.058164742
confirmation,64,0.2,0,150,300,0.024128778
confirmation,32,0.8,0.6,50,300,0.133988511
confirmation,16,0.8,0.6,50,300,0.110130943
confirmation,32,0.2,0,150,300,0.017784929
confirmation,8,0.8,0.6,50,300,0.108264053
confirmation,64,0.8,0.6,50,300,0.172976075
confirmation,4,0.8,0.6,50,300,0.047156855
confirmation,4,0.2,0,150,300,0.01001839
confirmation,32,0.8,0.4,300,150,0.078085243
confirmation,64,0.8,0.4,300,150,0.099571038
confirmation,32,0.8,0.6,50,300,0.132057667
confirmation,16,0.2,0,150,300,0.014434044
confirmation,4,0.8,0.4,300,150,0.036685779
confirmation,16,0.8,0.6,50,300,0.094695363
confirmation,8,0.8,0.6,50,300,0.079829675
confirmation,8,0.2,0,150,300,0.014126925
confirmation,64,0.8,0.6,50,300,0.170747636
confirmation,4,0.8,0.6,50,300,0.05359881
confirmation,8,0.8,0.4,300,150,0.048253723
confirmation,64,0.2,0,150,300,0.025249782
confirmation,16,0.8,0.4,300,150,0.067463725
confirmation,32,0.2,0,150,300,0.019113042
confirmation,4,0.2,0,150,300,0.004691022
confirmation,32,0.8,0.6,50,300,0.11881959
confirmation,16,0.8,0.6,50,300,0.0991044
confirmation,8,0.8,0.6,50,300,0.065372648
confirmation,64,0.8,0.6,50,300,0.187759012
confirmation,4,0.8,0.6,50,300,0.022865909
confirmation,16,0.2,0,150,300,0.014327783
confirmation,32,0.8,0.4,300,150,0.067436872
confirmation,8,0.2,0,150,300,0.013079635
confirmation,64,0.8,0.4,300,150,0.102213218
confirmation,4,0.8,0.4,300,150,0.040570514
confirmation,64,0.2,0,150,300,0.024282002
confirmation,32,0.2,0,150,300,0.018083196
confirmation,32,0.8,0.6,50,300,0.124677094
confirmation,16,0.8,0.6,50,300,0.088667319
confirmation,8,0.8,0.4,300,150,0.053659097
confirmation,16,0.8,0.4,300,150,0.058606228
confirmation,64,0.8,0.6,50,300,0.170304833
confirmation,8,0.8,0.6,50,300,0.110335958
confirmation,4,0.4,0,150,300,0.01661123
confirmation,4,0.8,0.6,50,300,0.062624038
confirmation,16,0.4,0,150,300,0.020861696
confirmation,32,0.2,0.8,50,300,0.033679014
confirmation,8,0.4,0,150,300,0.015509355
confirmation,16,0.2,0.8,50,300,0.023973322
confirmation,32,0.8,0.4,300,150,0.081859589
confirmation,64,0.2,0.8,50,300,0.041028347
confirmation,64,0.4,0,150,300,0.031997598
confirmation,8,0.2,0.8,50,300,0.0128907
confirmation,4,0.2,0.8,50,300,0.012858912
confirmation,32,0.4,0,150,300,0.025022119
confirmation,64,0.8,0.4,300,150,0.095742569
confirmation,4,0.2,0.6,300,150,0.005709264
confirmation,4,0.4,0,150,300,0.007101854
confirmation,8,0.8,0.4,300,150,0.047624945
confirmation,16,0.8,0.4,300,150,0.057634883
confirmation,32,0.2,0.8,50,300,0.032506635
confirmation,16,0.2,0.8,50,300,0.023280104
confirmation,16,0.4,0,150,300,0.02072275
confirmation,64,0.2,0.8,50,300,0.04168762
confirmation,8,0.2,0.8,50,300,0.021059899
confirmation,4,0.2,0.8,50,300,0.026112207
confirmation,8,0.4,0,150,300,0.014365928
confirmation,64,0.4,0,150,300,0.032995932
confirmation,32,0.4,0,150,300,0.0241487
confirmation,32,0.2,0.6,300,150,0.017910483
confirmation,4,0.4,0,150,300,0.014780889
confirmation,32,0.2,0.8,50,300,0.030125396
confirmation,64,0.8,0.4,300,150,0.100288367
confirmation,16,0.2,0.8,50,300,0.023081809
confirmation,4,0.2,0.6,300,150,0.012637055
confirmation,8,0.2,0.8,50,300,0.018497223
confirmation,64,0.2,0.8,50,300,0.043808296
confirmation,8,0.2,0.6,300,150,0.010047595
confirmation,4,0.2,0.8,50,300,0.020265433
confirmation,16,0.2,0.6,300,150,0.013998019
confirmation,16,0.4,0,150,300,0.020772562
confirmation,8,0.4,0,150,300,0.016059878
confirmation,64,0.4,0,150,300,0.032173414
confirmation,32,0.2,0.8,50,300,0.031959515
confirmation,32,0.4,0,150,300,0.02462563
confirmation,16,0.2,0.8,50,300,0.024994276
confirmation,8,0.2,0.8,50,300,0.02256897
confirmation,64,0.2,0.8,50,300,0.041326902
confirmation,4,0.4,0,150,300,0.008108
confirmation,4,0.2,0.8,50,300,0.027162718
confirmation,32,0.2,0.6,300,150,0.019200882
confirmation,4,0.2,0.6,300,150,0.00623963
confirmation,64,0.2,0.6,300,150,0.024749912
confirmation,16,0.4,0,150,300,0.018391093
confirmation,32,0.2,0.8,50,300,0.034563782
confirmation,8,0.2,0.6,300,150,0.015193591
confirmation,8,0.4,0,150,300,0.020555943
confirmation,16,0.2,0.8,50,300,0.024108382
confirmation,16,0.2,0.6,300,150,0.014937446
confirmation,64,0.2,0.8,50,300,0.041996229
confirmation,8,0.2,0.8,50,300,0.018616896
